Unnamed: 0,ID,Date,Type,Assets,Short-term liabilities,Long-term liabilities,Liabilities,Equity,Name,DP,Month,r,g,IV
416,11,2020-03-31,A,11287993362.0,4778141583.0,3115775749.0,7893917333.0,3394076030.0,深物业A,6336029458.0,3,0.0408,2.34%,0.30650544347221553
417,11,2020-06-30,A,10948847073.0,3986895583.0,3730656348.0,7717551931.0,3231295142.0,深物业A,5852223757.0,6,0.043,10.34%,0.2958442434408073
418,11,2020-09-30,A,12215328317.0,5291239129.0,3727182529.0,9018421657.0,3196906659.0,深物业A,7154830393.0,9,0.0459,2.55%,0.2572656642036716
419,11,2020-12-31,A,12207356913.0,4727259896.0,3698975537.0,8426235433.0,3781121480.0,深物业A,6576747664.0,12,0.0298,4.44%,0.3432730821445955
421,11,2021-03-31,A,12455805632.0,4757530173.0,3710601348.0,8468131521.0,3987674112.0,深物业A,6612830847.0,3,0.0318,-8.29%,0.3460936711594242
422,11,2021-06-30,A,13283680708.0,5398934930.0,3680028368.0,9078963298.0,4204717410.0,深物业A,7238949114.0,6,0.031,1.89%,0.3454649895133112
423,11,2021-09-30,A,13943431527.0,5953049070.0,3679427316.0,9632476386.0,4310955141.0,深物业A,7792762728.0,9,0.0355,2.35%,0.3277201911931552
424,11,2021-12-31,A,14581897152.0,6327952072.0,3722854616.0,10050806687.0,4531090465.0,深物业A,8189379379.0,12,0.037,0.87%,0.32491828443021
426,12,2005-03-31,A,5183176330.0,1991224220.0,693265760.0,2684489980.0,2498686350.0,南玻A,2337857100.0,3,0.0334,-4.51%,0.4118963069574703
427,12,2005-06-30,A,5176413355.0,2007852329.0,687690931.0,2695543260.0,2480870095.0,南玻A,2351697795.0,6,0.036,9.33%,0.40468655606810716
428,12,2005-09-30,A,5370306816.0,1984585377.0,778668571.0,2763253948.0,2607052868.0,南玻A,2373919663.0,9,0.0331,16.87%,0.4133841650562782
429,12,2005-12-31,A,5523323511.0,1893309332.0,914267839.0,2807577171.0,2715746340.0,南玻A,2350443252.0,12,0.0367,-13.45%,0.40575099716966856
431,12,2006-03-31,A,5788495802.0,2016282020.0,994666447.0,3010948467.0,2777547335.0,南玻A,2513615244.0,3,0.0388,11.83%,0.39772633010044134
432,12,2006-06-30,A,6007978179.0,2629679628.0,685304226.0,3314983854.0,2692994325.0,G 南玻,2972331741.0,6,0.0389,-10.39%,0.38909952407884313
433,12,2006-09-30,A,6401190337.0,2828401435.0,722634268.0,3551035703.0,2850154634.0,G 南玻,3189718569.0,9,0.0412,-1.65%,0.3821143383158571
434,12,2006-12-31,A,6772237421.0,3049397148.0,782114767.0,3831511915.0,2940725506.0,南玻A,3440454532.0,12,0.0381,5.05%,0.3869792953576185
436,12,2007-03-31,A,6841329807.0,3039674723.0,786899365.0,3826574088.0,3014755719.0,南玻A,3433124406.0,3,0.0355,6.50%,0.39590128462214236
437,12,2007-06-30,A,7067301718.0,3791654421.0,673852111.0,4465506532.0,2601795186.0,南玻A,4128580477.0,6,0.034,-5.48%,0.3708560836169826
438,12,2007-09-30,A,8910558914.0,5476247682.0,622922655.0,6099170337.0,2811388577.0,南玻A,5787709010.0,9,0.0333,-2.81%,0.33856888847156746
439,12,2007-12-31,A,8452981947.0,3598996383.0,568371693.0,4167368076.0,4285613871.0,南玻A,3883182230.0,12,0.0357,-21.04%,0.4114713426880871
441,12,2008-03-31,A,8785511473.0,3713141275.0,557495441.0,4270636716.0,4514874757.0,南玻A,3991888996.0,3,0.035,2.35%,0.41454610177649526
442,12,2008-06-30,A,9543927240.0,4253343792.0,777008249.0,5030352041.0,4513575199.0,南玻A,4641847917.0,6,0.036,6.08%,0.40318594426881044
443,12,2008-09-30,A,10300128746.0,4184061882.0,1098707688.0,5282769570.0,5017359176.0,南玻A,4733415726.0,9,0.036,6.34%,0.4064784957908907
444,12,2008-12-31,A,10376061066.0,4369038062.0,1194005864.0,5563043926.0,4813017140.0,南玻A,4966040994.0,12,0.0422,-2.26%,0.3848593127577658
446,12,2009-03-31,A,10746460636.0,4572514052.0,1274296005.0,5846810057.0,4899650579.0,南玻A,5209662055.0,3,0.0433,2.70%,0.37973664497403076
447,12,2009-06-30,A,10610427433.0,4341859370.0,1309566919.0,5651426289.0,4959001144.0,南玻A,4996642830.0,6,0.0455,-1.04%,0.37728725594402823
448,12,2009-09-30,A,10792232390.0,4247970277.0,1229928035.0,5477898312.0,5314334078.0,南玻A,4862934295.0,9,0.043,10.49%,0.39026499669863485
449,12,2009-12-31,A,10913350017.0,4314354311.0,987922674.0,5302276985.0,5611073032.0,南玻A,4808315648.0,12,0.0379,27.93%,0.40766433293761767
451,12,2010-03-31,A,11242950059.0,4265208735.0,1019946765.0,5285155500.0,5957794559.0,南玻A,4775182118.0,3,0.0342,4.45%,0.4194937039779603
452,12,2010-06-30,A,11050457328.0,4111200706.0,1116955855.0,5228156561.0,5822300767.0,南玻A,4669678634.0,6,0.0351,4.59%,0.41683001463628516
453,12,2010-09-30,A,11507504680.0,4228951179.0,1004175317.0,5233126496.0,6274378184.0,南玻A,4731038838.0,9,0.0347,-8.32%,0.421168159515016
454,12,2010-12-31,A,12469619167.0,2799972057.0,2910428761.0,5710400818.0,6759218349.0,南玻A,4255186438.0,12,0.0309,-0.95%,0.4291843738956191
456,12,2011-03-31,A,13640128781.0,3317392334.0,3101557751.0,6418950085.0,7221178696.0,南玻A,4868171210.0,3,0.0295,6.98%,0.4303110096380615
457,12,2011-06-30,A,14083252049.0,3685934964.0,3455167512.0,7141102476.0,6942149573.0,南玻A,5413518720.0,6,0.0291,-1.91%,0.42487000097083133
458,12,2011-09-30,A,14933070069.0,4136605541.0,3539561750.0,7676167291.0,7256902778.0,南玻A,5906386416.0,9,0.028,0.58%,0.42626856660022255
459,12,2011-12-31,A,15281391077.0,4521117543.0,3454338995.0,7975456538.0,7305934539.0,南玻A,6248287041.0,12,0.0274,17.25%,0.4262172582097732
461,12,2012-03-31,A,14604727379.0,3994799908.0,3108373996.0,7103173904.0,7501553475.0,南玻A,5548986906.0,3,0.0348,-1.91%,0.4149728850351903
462,12,2012-06-30,A,14692033059.0,4291190990.0,3198599798.0,7489790788.0,7202242271.0,南玻A,5890490889.0,6,0.0336,-0.47%,0.41314586811319076
463,12,2012-09-30,A,14789459548.0,4278274869.0,3132136543.0,7410411412.0,7379048136.0,南玻A,5844343141.0,9,0.0363,-3.63%,0.40832041982909295
464,12,2012-12-31,A,14335809746.0,4050457973.0,3017157013.0,7067614986.0,7268194760.0,南玻A,5559036480.0,12,0.0392,1.06%,0.4029968169451216
466,12,2013-03-31,A,14763484435.0,4319261242.0,3007879445.0,7327140687.0,7436343748.0,南玻A,5823200965.0,3,0.0365,6.14%,0.4088425689056129
467,12,2013-06-30,A,15314128012.0,5366074683.0,2651131132.0,8017205815.0,7296922197.0,南玻A,6691640249.0,6,0.0394,1.49%,0.3953760177629623
468,12,2013-09-30,A,15995988781.0,5606247819.0,2814293835.0,8420541654.0,7575447127.0,南玻A,7013394737.0,9,0.0353,1.08%,0.40513308562263906
469,12,2013-12-31,A,15078866777.0,3917345907.0,2760608288.0,6677954195.0,8400912582.0,南玻A,5297650051.0,12,0.0353,-7.15%,0.42200236976504235
471,12,2014-03-31,A,15285641383.0,4043891169.0,2731791876.0,6775683045.0,8509958338.0,南玻A,5409787107.0,3,0.0342,18.50%,0.4243408327040837
472,12,2014-06-30,A,14796960553.0,3830368481.0,2717638741.0,6548007222.0,8248953331.0,南玻A,5189187852.0,6,0.0313,0.48%,0.4308233130100752
473,12,2014-09-30,A,15267585451.0,3830396187.0,2919829465.0,6750225652.0,8517359799.0,南玻A,5290310920.0,9,0.0318,17.94%,0.4297936488580722
474,12,2014-12-31,A,15284388305.0,5729003484.0,1041756671.0,6770760155.0,8513628150.0,南玻A,6249881820.0,12,0.0328,11.93%,0.4274597508440935
476,12,2015-03-31,A,15361037178.0,5691919620.0,869197573.0,6561117193.0,8799919985.0,南玻A,6126518407.0,3,0.0251,-2.37%,0.4464362144754102
477,12,2015-06-30,A,15321775324.0,6886889461.0,857532815.0,7744422276.0,7577353048.0,南玻A,7315655869.0,6,0.0305,-5.23%,0.4217155689022353
478,12,2015-09-30,A,15234992227.0,4861241564.0,2663669452.0,7524911016.0,7710081211.0,南玻A,6193076290.0,9,0.0297,-0.35%,0.42583116063356286
479,12,2015-12-31,A,15657180160.0,5247578008.0,2764130675.0,8011708683.0,7645471477.0,南玻A,6629643346.0,12,0.0319,8.55%,0.4169868393624578
481,12,2016-03-31,A,15205208277.0,4539646400.0,2587449857.0,7127096257.0,8078112020.0,南玻A,5833371329.0,3,0.0318,-14.67%,0.4252962374446498
482,12,2016-06-30,A,16975221410.0,6133882602.0,2860904936.0,8994787538.0,7980433872.0,南玻A,7564335070.0,6,0.0323,1.59%,0.4120011748530728
483,12,2016-09-30,A,16928089016.0,5967805626.0,2721888682.0,8689694308.0,8238394708.0,南玻A,7328749967.0,9,0.0285,1.94%,0.4251555207047918
484,12,2016-12-31,A,17146815630.0,6955222220.0,2062402391.0,9017624611.0,8129191019.0,南玻A,7986423416.0,12,0.0298,0.19%,0.4192826617503975
486,12,2017-03-31,A,17429545680.0,6393850117.0,2728326975.0,9122177092.0,8307368588.0,南玻A,7758013605.0,3,0.0436,0.26%,0.3847073381778486
487,12,2017-06-30,A,17930281613.0,6611437048.0,2907916192.0,9519353240.0,8410928373.0,南玻A,8065395144.0,6,0.0465,12.75%,0.3751925833283385
488,12,2017-09-30,A,18913831052.0,6811413867.0,3428141848.0,10239555715.0,8674275337.0,南玻A,8525484791.0,9,0.0355,-7.90%,0.4008929171559892
489,12,2017-12-31,A,19535002368.0,7455847953.0,3299531304.0,10755379257.0,8779623111.0,南玻A,9105613605.0,12,0.0317,-4.48%,0.40841760225661194
491,12,2018-03-31,A,19632309748.0,7485703424.0,3162280553.0,10647983977.0,8984325771.0,南玻A,9066843701.0,3,0.0305,4.36%,0.4136646106972084
492,12,2018-06-30,A,20524811756.0,7603688166.0,3804659540.0,11408347706.0,9116464050.0,南玻A,9506017936.0,6,0.0313,1.93%,0.4080380122601854
493,12,2018-09-30,A,19846932488.0,6947203254.0,3603147946.0,10550351200.0,9296581288.0,南玻A,8748777227.0,9,0.0339,-25.85%,0.40748890575197794
494,12,2018-12-31,A,19114234184.0,6195246306.0,3469555416.0,9664801722.0,9449432462.0,南玻A,7930024014.0,12,0.0297,9.17%,0.42365800841528517
496,12,2019-03-31,A,19038937263.0,6018506913.0,3428513253.0,9447020166.0,9591917097.0,南玻A,7732763540.0,3,0.0364,15.14%,0.4091086315023669
497,12,2019-06-30,A,18447187070.0,5583947899.0,3152527141.0,8736475040.0,9710712030.0,南玻A,7160211470.0,6,0.0308,4.41%,0.4267796791828902
498,12,2019-09-30,A,18422844539.0,6688851831.0,1823133166.0,8511984997.0,9910859542.0,南玻A,7600418414.0,9,0.0436,-1.67%,0.3995402549792821
499,12,2019-12-31,A,18201235959.0,6383791688.0,1951588743.0,8335380431.0,9865855528.0,南玻A,7359586060.0,12,0.0452,-1.47%,0.3968469829870796
501,12,2020-03-31,A,20247986997.0,6196174496.0,4072670095.0,10268844591.0,9979142406.0,南玻A,8232509544.0,3,0.0408,2.34%,0.3958319852520472
502,12,2020-06-30,A,19364312707.0,6059366253.0,3252625031.0,9311991284.0,10052321423.0,南玻A,7685678769.0,6,0.043,10.34%,0.39662974731054096
503,12,2020-09-30,A,18142913969.0,4102821173.0,3483017724.0,7585838897.0,10557075072.0,南玻A,5844330035.0,9,0.0459,2.55%,0.4045391351915711
504,12,2020-12-31,A,17882914898.0,3819080668.0,3447950344.0,7267031012.0,10615883886.0,南玻A,5543055840.0,12,0.0298,4.44%,0.43962865937547513
506,12,2021-03-31,A,18291918167.0,3638834971.0,3458162180.0,7096997151.0,11194921016.0,南玻A,5367916061.0,3,0.0318,-8.29%,0.4385351060873299
507,12,2021-06-30,A,18563101630.0,3018956501.0,3866196469.0,6885152970.0,11677948660.0,南玻A,4952054736.0,6,0.031,1.89%,0.4427230391630981
508,12,2021-09-30,A,19427394585.0,3816127897.0,3764112223.0,7580240120.0,11847154465.0,南玻A,5698184009.0,9,0.0355,2.35%,0.43102912964184786
509,12,2021-12-31,A,19939364510.0,3790055661.0,4282834614.0,8072890275.0,11866474235.0,南玻A,5931472968.0,12,0.037,0.87%,0.4254072811184469
511,14,2005-03-31,A,1064121577.0,664448359.9,100000000.0,764448359.9,299673216.9,沙河股份,714448359.9,3,0.0334,-4.51%,0.30954758303522417
512,14,2005-06-30,A,1098148694.0,685972441.7,100000000.0,785972441.7,312176252.3,沙河股份,735972441.7,6,0.036,9.33%,0.30517409530470485
513,14,2005-09-30,A,1058922353.0,643369022.3,100000000.0,743369022.3,315553330.2,沙河股份,693369022.3,9,0.0331,16.87%,0.32488274326491917
514,14,2005-12-31,A,1001551546.0,549909395.2,100000000.0,649909395.2,351642151.2,沙河股份,599909395.2,12,0.0367,-13.45%,0.35376905340957965
516,14,2006-03-31,A,1080351158.0,458674512.5,250000000.0,708674512.5,371676645.0,G 沙河,583674512.5,3,0.0388,11.83%,0.34361402559778825
517,14,2006-06-30,A,946114707.8,405271281.2,150000000.0,555271281.2,390843426.7,G 沙河,480271281.2,6,0.0389,-10.39%,0.377522114677467
518,14,2006-09-30,A,1058432036.0,515353060.1,150000000.0,665353060.1,393078976.0,G 沙河,590353060.1,9,0.0412,-1.65%,0.3526641189483642
519,14,2006-12-31,A,1027777729.0,500527757.5,150000000.0,650527757.5,377249971.4,沙河股份,575527757.5,12,0.0381,5.05%,0.35899170890098125
521,14,2007-03-31,A,1004815318.0,379673644.6,250075891.8,629749536.5,375065781.9,沙河股份,504711590.6,3,0.0355,6.50%,0.36941176187882807
522,14,2007-06-30,A,1011516399.0,388204359.1,250166306.4,638370665.5,373145733.5,沙河股份,513287512.3,6,0.034,-5.48%,0.37125494918350777
523,14,2007-09-30,A,1071813608.0,365543770.1,350248739.8,715792509.9,356021098.2,沙河股份,540668140.0,9,0.0333,-2.81%,0.3507629713136782
524,14,2007-12-31,A,1106944545.0,331109778.5,408592620.1,739702398.7,367242146.5,沙河股份,535406088.6,12,0.0357,-21.04%,0.3439841102176151
526,14,2008-03-31,A,1170342667.0,307323283.3,508509966.3,815833249.6,354509417.4,沙河股份,561578266.4,3,0.035,2.35%,0.3239768119680864
527,14,2008-06-30,A,1258007188.0,604471075.9,316447281.8,920918357.6,337088830.1,沙河股份,762694716.7,6,0.036,6.08%,0.2897938848484025
528,14,2008-09-30,A,1317841503.0,628124913.4,371420785.5,999545698.8,318295804.6,沙河股份,813835306.1,9,0.036,6.34%,0.262570425951696
529,14,2008-12-31,A,1667222818.0,1018243280.0,221384643.5,1239627924.0,427594894.3,沙河股份,1128935602.0,12,0.0422,-2.26%,0.2620235541787159
531,14,2009-03-31,A,1588627902.0,879608385.0,285123872.5,1164732258.0,423895644.6,沙河股份,1022170321.0,3,0.0433,2.70%,0.26932949803610917
532,14,2009-06-30,A,1591842161.0,904205350.2,235172735.8,1139378086.0,452464074.6,沙河股份,1021791718.0,6,0.0455,-1.04%,0.2795071963693807
533,14,2009-09-30,A,1723797444.0,1003254897.0,230210614.9,1233465512.0,490331932.0,沙河股份,1118360205.0,9,0.043,10.49%,0.28655073385864593
534,14,2009-12-31,A,1741931733.0,1103409522.0,150294669.5,1253704192.0,488227541.8,沙河股份,1178556857.0,12,0.0379,27.93%,0.29649398561973933
536,14,2010-03-31,A,1531803513.0,807945715.9,150265220.2,958210936.1,573592577.2,沙河股份,883078326.0,3,0.0342,4.45%,0.373582756378182
537,14,2010-06-30,A,1602854126.0,886000616.8,150210809.6,1036211426.0,566642699.5,沙河股份,961106021.6,6,0.0351,4.59%,0.3596100301204837
538,14,2010-09-30,A,1676786293.0,925856269.4,200269468.5,1126125738.0,550660555.1,沙河股份,1025991004.0,9,0.0347,-8.32%,0.3443431843865096
539,14,2010-12-31,A,1589755396.0,729631256.2,300330678.7,1029961935.0,559793461.2,沙河股份,879796595.6,12,0.0309,-0.95%,0.37019380091607224
541,14,2011-03-31,A,1515285215.0,662067924.9,300318551.1,962386476.0,552898738.7,沙河股份,812227200.4,3,0.0295,6.98%,0.38133073005764756
542,14,2011-06-30,A,1559234454.0,495286713.7,500299162.3,995585876.0,563648577.6,沙河股份,745436294.9,6,0.0291,-1.91%,0.3805235240323483
543,14,2011-09-30,A,1589764869.0,514030187.7,500260700.5,1014290888.0,575473981.2,沙河股份,764160538.0,9,0.028,0.58%,0.38376339599622883
544,14,2011-12-31,A,1797309398.0,642836379.2,550239420.6,1193075800.0,604233598.5,沙河股份,917956089.5,12,0.0274,17.25%,0.3692879670410603
546,14,2012-03-31,A,1780466500.0,615423454.1,560164473.4,1175587928.0,604878572.4,沙河股份,895505690.9,3,0.0348,-1.91%,0.3518047253097763
547,14,2012-06-30,A,1786083396.0,682695259.7,510170789.9,1192866050.0,593217346.2,沙河股份,937780654.6,6,0.0336,-0.47%,0.3499301599208239
548,14,2012-09-30,A,1794100101.0,997583678.0,210139090.1,1207722768.0,586377333.1,沙河股份,1102653223.0,9,0.0363,-3.63%,0.33889159145242365
549,14,2012-12-31,A,2020502626.0,1236872322.0,150255749.1,1387128071.0,633374554.9,沙河股份,1312000196.0,12,0.0392,1.06%,0.32107879532176875
551,14,2013-03-31,A,2107054165.0,1125297673.0,347768593.0,1473066266.0,633987899.0,沙河股份,1299181969.0,3,0.0365,6.14%,0.3182954867363986
552,14,2013-06-30,A,1956512268.0,986458877.0,345241283.6,1331700161.0,624812107.9,沙河股份,1159079519.0,6,0.0394,1.49%,0.32497927061403276
553,14,2013-09-30,A,1895975743.0,680989802.5,592785497.7,1273775300.0,622200442.6,沙河股份,977382551.4,9,0.0353,1.08%,0.3425534377218556
554,14,2013-12-31,A,1892715842.0,648878331.3,580297763.0,1229176094.0,663539748.0,沙河股份,939027212.8,12,0.0353,-7.15%,0.3572926538477816
556,14,2014-03-31,A,1922628069.0,649644275.5,580273267.2,1229917543.0,692710526.2,沙河股份,939780909.1,3,0.0342,18.50%,0.36600040526543187
557,14,2014-06-30,A,2129777243.0,584366031.1,855286390.6,1439652422.0,690124821.6,沙河股份,1012009226.0,6,0.0313,0.48%,0.3503165139582864
558,14,2014-09-30,A,2218818557.0,532385213.3,1007834879.0,1540220093.0,678598464.9,沙河股份,1036302653.0,9,0.0318,17.94%,0.3348551914658194
559,14,2014-12-31,A,2236734317.0,773035448.7,740341456.4,1513376905.0,723357411.9,沙河股份,1143206177.0,12,0.0328,11.93%,0.3458438724847392
561,14,2015-03-31,A,2159279136.0,717416044.0,717920617.0,1435336661.0,723942475.4,沙河股份,1076376352.0,3,0.0251,-2.37%,0.37471126472918076
562,14,2015-06-30,A,2129029074.0,678525118.3,715500562.7,1394025681.0,735003393.3,沙河股份,1036275400.0,6,0.0305,-5.23%,0.3669908132507584
563,14,2015-09-30,A,2142515466.0,710954101.3,712610199.6,1423564301.0,718951165.1,沙河股份,1067259201.0,9,0.0297,-0.35%,0.3627535964119527
564,14,2015-12-31,A,2170514993.0,722577977.7,675000000.0,1397577978.0,772937015.4,沙河股份,1060077978.0,12,0.0319,8.55%,0.36985693697779853
566,14,2016-03-31,A,2188491309.0,747893267.4,672500000.0,1420393267.0,768098041.5,沙河股份,1084143267.0,3,0.0318,-14.67%,0.3670600103923631
567,14,2016-06-30,A,2143586607.0,1003474261.0,385000000.0,1388474261.0,755112346.1,沙河股份,1195974261.0,6,0.0323,1.59%,0.3664891438099223
568,14,2016-09-30,A,2171983482.0,1042086299.0,382500000.0,1424586299.0,747397183.3,沙河股份,1233336299.0,9,0.0285,1.94%,0.371629272590284
569,14,2016-12-31,A,1873814393.0,749227652.5,330000000.0,1079227652.0,794586740.9,沙河股份,914227652.5,12,0.0298,0.19%,0.40597437036379413
571,14,2017-03-31,A,1724316159.0,649366660.4,283750000.0,933116660.4,791199499.1,沙河股份,791241660.4,3,0.0436,0.26%,0.37979593617638785
572,14,2017-06-30,A,1563302884.0,585372298.3,184500000.0,769872298.3,793430585.9,沙河股份,677622298.3,6,0.0465,12.75%,0.3854569705790108
573,14,2017-09-30,A,1516259115.0,568074702.4,153250000.0,721324702.4,794934412.1,沙河股份,644699702.4,9,0.0355,-7.90%,0.41539213591157303
574,14,2017-12-31,A,1528276983.0,638127339.7,90000000.0,728127339.7,800149643.6,沙河股份,683127339.7,12,0.0317,-4.48%,0.4241761579550227
576,14,2018-03-31,A,1584860510.0,697765672.9,83750000.0,781515672.9,803344837.6,沙河股份,739640672.9,3,0.0305,4.36%,0.4240402758458092
577,14,2018-06-30,A,1650465155.0,773815311.7,77500000.0,851315311.7,799149843.3,沙河股份,812565311.7,6,0.0313,1.93%,0.4176368063809185
578,14,2018-09-30,A,1826060066.0,954942476.5,71250000.0,1026192476.0,799867589.9,沙河股份,990567476.5,9,0.0339,-25.85%,0.3993750687902985
579,14,2018-12-31,A,1917248983.0,898546171.4,68448145.3,966994316.7,950254666.1,沙河股份,932770244.1,12,0.0297,9.17%,0.42389969505702796
581,14,2019-03-31,A,2004034914.0,998424411.7,62198145.3,1060622557.0,943412356.9,沙河股份,1029523484.0,3,0.0364,15.14%,0.40163334837208464
582,14,2019-06-30,A,1946337754.0,957431961.1,55948145.3,1013380106.0,932957647.7,沙河股份,985406033.8,6,0.0308,4.41%,0.4178724666355225
583,14,2019-09-30,A,1974768274.0,1040513774.0,19698145.3,1060211919.0,914556354.8,沙河股份,1050362847.0,9,0.0436,-1.67%,0.3810144782272409
584,14,2019-12-31,A,1972365636.0,976442449.8,40000000.0,1016442450.0,955923186.0,沙河股份,996442449.8,12,0.0452,-1.47%,0.38277685440889236
586,14,2020-03-31,A,2029518530.0,910007118.7,153750000.0,1063757119.0,965761411.1,沙河股份,986882118.7,3,0.0408,2.34%,0.3916489114260449
587,14,2020-06-30,A,1967553062.0,835631185.2,150000000.0,985631185.2,981921877.0,沙河股份,910631185.2,6,0.043,10.34%,0.3918912326512481
588,14,2020-09-30,A,2171386738.0,1049681212.0,160312500.0,1209993712.0,961393025.7,沙河股份,1129837462.0,9,0.0459,2.55%,0.368800163550314
589,14,2020-12-31,A,2433688819.0,1359994122.0,119921798.6,1479915921.0,953772898.7,沙河股份,1419955021.0,12,0.0298,4.44%,0.393790720645839
591,14,2021-03-31,A,2375980622.0,1284406277.0,147188637.7,1431594915.0,944385707.1,沙河股份,1358000596.0,3,0.0318,-8.29%,0.3907334129796133
592,14,2021-06-30,A,2531058741.0,1441457069.0,158822967.0,1600280036.0,930778705.3,沙河股份,1520868552.0,6,0.031,1.89%,0.3788193287451385
593,14,2021-09-30,A,2709127656.0,1559800016.0,235898171.8,1795698188.0,913429467.7,沙河股份,1677749102.0,9,0.0355,2.35%,0.34820216161916273
594,14,2021-12-31,A,2538868020.0,1411372172.0,133896611.0,1545268783.0,993599236.7,沙河股份,1478320477.0,12,0.037,0.87%,0.3738861013229415
596,16,2005-03-31,A,9182124074.0,5710281824.0,10499149.19,5720780973.0,3461343101.0,深康佳A,5715531398.0,3,0.0334,-4.51%,0.3770294926015568
597,16,2005-06-30,A,8267646166.0,4817421718.0,10499149.19,4827920867.0,3439725299.0,深康佳A,4822671293.0,6,0.036,9.33%,0.38650163866077714
598,16,2005-09-30,A,8263929497.0,4803737580.0,11099149.19,4814836729.0,3449092767.0,深康佳A,4809287154.0,9,0.0331,16.87%,0.39482813839631303
599,16,2005-12-31,A,9120452268.0,5633184810.0,20179149.19,5653363960.0,3467088308.0,深康佳A,5643274385.0,12,0.0367,-13.45%,0.3695261002175288
601,16,2006-03-31,A,8514032036.0,4999242602.0,21464149.19,5020706751.0,3493325285.0,G 康佳A,5009974676.0,3,0.0388,11.83%,0.3767356013205973
602,16,2006-06-30,A,8415220411.0,4929017019.0,21614149.19,4950631168.0,3464589244.0,G 康佳A,4939824093.0,6,0.0389,-10.39%,0.3769957742230963
603,16,2006-09-30,A,9483446128.0,5936576828.0,48614149.19,5985190977.0,3498255151.0,G 康佳A,5960883903.0,9,0.0412,-1.65%,0.3513556752070194
604,16,2006-12-31,A,9952185214.0,6379322391.0,27494986.8,6406817378.0,3545367836.0,深康佳A,6393069885.0,12,0.0381,5.05%,0.35295654814535504
606,16,2007-03-31,A,9361608446.0,5698796632.0,28540266.4,5727336898.0,3634271548.0,深康佳A,5713066765.0,3,0.0355,6.50%,0.3766013919203778
607,16,2007-06-30,A,8064742118.0,4458697570.0,28077199.19,4486774770.0,3577967348.0,深康佳A,4472736170.0,6,0.034,-5.48%,0.4007525662872522
608,16,2007-09-30,A,9393869738.0,5773316442.0,28077199.19,5801393641.0,3592476097.0,深康佳A,5787355041.0,9,0.0333,-2.81%,0.3799509374895486
609,16,2007-12-31,A,9277974999.0,5458376269.0,33610030.89,5491986300.0,3785988699.0,深康佳A,5475181284.0,12,0.0357,-21.04%,0.3843444832499774
611,16,2008-03-31,A,8630608824.0,4798520651.0,28758132.56,4827278784.0,3803330040.0,深康佳A,4812899717.0,3,0.035,2.35%,0.3972343024502977
612,16,2008-06-30,A,8726105294.0,4857270916.0,31270135.22,4888541051.0,3837564243.0,深康佳A,4872905984.0,6,0.036,6.08%,0.3943055962162442
613,16,2008-09-30,A,9279511705.0,5312817151.0,31508563.32,5344325715.0,3935185990.0,深康佳A,5328571433.0,9,0.036,6.34%,0.3893050472278514
614,16,2008-12-31,A,10550222993.0,6469468958.0,44141436.83,6513610395.0,4036612598.0,深康佳A,6491539676.0,12,0.0422,-2.26%,0.3554688939697457
616,16,2009-03-31,A,9870096644.0,5781078958.0,54643757.35,5835722715.0,4034373929.0,深康佳A,5808400836.0,3,0.0433,2.70%,0.3637756907502086
617,16,2009-06-30,A,10867555754.0,6797545027.0,60294436.83,6857839464.0,4009716290.0,深康佳A,6827692245.0,6,0.0455,-1.04%,0.33935596951396774
618,16,2009-09-30,A,12835775228.0,8726934522.0,66366436.83,8793300959.0,4042474269.0,深康佳A,8760117741.0,9,0.043,10.49%,0.31174841167001244
619,16,2009-12-31,A,13568083128.0,9381965391.0,79849764.07,9461815155.0,4106267973.0,深康佳A,9421890273.0,12,0.0379,27.93%,0.31598394909593486
621,16,2010-03-31,A,14096321494.0,9855404480.0,90449764.07,9945854244.0,4150467250.0,深康佳A,9900629362.0,3,0.0342,4.45%,0.31892950585037
622,16,2010-06-30,A,13374857869.0,9119964859.0,99749764.07,9219714623.0,4155143247.0,深康佳A,9169839741.0,6,0.0351,4.59%,0.32997655960362976
623,16,2010-09-30,A,14013988972.0,9628734294.0,215287964.1,9844022258.0,4169966714.0,深康佳A,9736378276.0,9,0.0347,-8.32%,0.32028664876205903
624,16,2010-12-31,A,16466895565.0,11601298299.0,641459820.7,12242758120.0,4224137445.0,深康佳A,11922028210.0,12,0.0309,-0.95%,0.29133633691027544
626,16,2011-03-31,A,16586142966.0,11706175562.0,742363320.7,12448538883.0,4137604083.0,深康佳A,12077357222.0,3,0.0295,6.98%,0.28740906612610534
627,16,2011-06-30,A,17272230545.0,12520737977.0,742819212.3,13263557190.0,4008673356.0,深康佳A,12892147584.0,6,0.0291,-1.91%,0.2693174522330689
628,16,2011-09-30,A,16154069352.0,11346928218.0,762589352.3,12109517570.0,4044551782.0,深康佳A,11728222894.0,9,0.028,0.58%,0.2920749668294429
629,16,2011-12-31,A,16906453313.0,11892471929.0,777354128.1,12669826057.0,4236627256.0,深康佳A,12281148993.0,12,0.0274,17.25%,0.2937776315490478
631,16,2012-03-31,A,17046289010.0,11631263425.0,1174196350.0,12805459775.0,4240829235.0,深康佳A,12218361600.0,3,0.0348,-1.91%,0.2733850923835735
632,16,2012-06-30,A,14831013391.0,9433161950.0,1167952886.0,10601114837.0,4229898554.0,深康佳A,10017138394.0,6,0.0336,-0.47%,0.3123166009924156
