ID,Date,Type,Assets,Liabilities,Equity,Name
8,2012-01-01,A,587282890.1,74503515.01,512779375.1,ST 宝利来
8,2012-03-31,A,77075617.93,3243468.39,73832149.54,ST 宝利来
8,2012-06-30,A,77259948.62,3345963.24,73913985.38,ST 宝利来
8,2012-09-30,A,77254835.62,3307743.08,73947092.54,ST 宝利来
8,2012-12-31,A,613829627.3,73003221.58,540826405.7,ST 宝利来
12,2005-01-01,A,4740610244,2283434405,2457175839,南玻A
12,2005-03-31,A,5183176330,2684489980,2498686350,南玻A
12,2005-06-30,A,5176413355,2695543260,2480870095,南玻A
12,2005-09-30,A,5370306816,2763253948,2607052868,南玻A
12,2005-12-31,A,5523323511,2807577171,2715746340,南玻A
12,2006-01-01,A,5523323511,2807577171,2715746340,南玻A
12,2006-03-31,A,5788495802,3010948467,2777547335,南玻A
12,2006-06-30,A,6007978179,3314983854,2692994325,G 南玻
12,2006-09-30,A,6401190337,3551035703,2850154634,G 南玻
12,2006-12-31,A,6772237421,3831511915,2940725506,南玻A
12,2007-01-01,A,6776321412,3831511915,2944809497,南玻A
12,2007-03-31,A,6841329807,3826574088,3014755719,南玻A
12,2007-06-30,A,7067301718,4465506532,2601795186,南玻A
12,2007-09-30,A,8910558914,6099170337,2811388577,南玻A
12,2007-12-31,A,8452981947,4167368076,4285613871,南玻A
12,2008-01-01,A,8452981947,4167368076,4285613871,南玻A
12,2008-03-31,A,8785511473,4270636716,4514874757,南玻A
12,2008-06-30,A,9543927240,5030352041,4513575199,南玻A
12,2008-09-30,A,10300128746,5282769570,5017359176,南玻A
12,2008-12-31,A,10376061066,5563043926,4813017140,南玻A
12,2009-01-01,A,10376061066,5563043926,4813017140,南玻A
12,2009-03-31,A,10746460636,5846810057,4899650579,南玻A
12,2009-06-30,A,10610427433,5651426289,4959001144,南玻A
12,2009-09-30,A,10792232390,5477898312,5314334078,南玻A
12,2009-12-31,A,10913350017,5302276985,5611073032,南玻A
12,2010-01-01,A,10913350017,5302276985,5611073032,南玻A
12,2010-03-31,A,11242950059,5285155500,5957794559,南玻A
12,2010-06-30,A,11050457328,5228156561,5822300767,南玻A
12,2010-09-30,A,11507504680,5233126496,6274378184,南玻A
12,2010-12-31,A,12469619167,5710400818,6759218349,南玻A
12,2011-01-01,A,12469619167,5710400818,6759218349,南玻A
12,2011-03-31,A,13640128781,6418950085,7221178696,南玻A
12,2011-06-30,A,14083252049,7141102476,6942149573,南玻A
12,2011-09-30,A,14933070069,7676167291,7256902778,南玻A
12,2011-12-31,A,15281391077,7975456538,7305934539,南玻A
12,2012-01-01,A,15281391077,7975456538,7305934539,南玻A
12,2012-03-31,A,14604727379,7103173904,7501553475,南玻A
12,2012-06-30,A,14692033059,7489790788,7202242271,南玻A
12,2012-09-30,A,14789459548,7410411412,7379048136,南玻A
12,2012-12-31,A,14335809746,7067614986,7268194760,南玻A
17,2005-01-01,A,340498157.9,2165759026,-1825260868,*ST 中华A
17,2005-06-30,A,420393546.4,2127377041,-1706983494,*ST 中华A
17,2005-09-30,A,446637114.4,2124205067,-1677567953,*ST 中华A
17,2005-12-31,A,328877255.9,2141778928,-1812901672,*ST 中华A
17,2006-01-01,A,305007790.4,2156721821,-1851714030,S*ST 中华
17,2006-06-30,A,310410714.9,2132470146,-1822059431,*ST 中华A
17,2006-09-30,A,309997199.1,2131696255,-1821699056,*ST 中华A
17,2006-12-31,A,267021539,2130552050,-1863530511,S*ST 中华
17,2007-01-01,A,282611118.1,2129986820,-1847375702,SST 中华A
17,2007-03-31,A,284298718.3,2102934570,-1818635852,SST 中华A
17,2007-06-30,A,270370054.1,2104980105,-1834610051,SST 中华A
17,2007-09-30,A,276883873,2127196110,-1850312237,SST 中华A
17,2007-12-31,A,214381530.6,2021413833,-1807032303,SST 中华A
17,2008-01-01,A,214381530.6,2021413833,-1807032303,SST 中华A
17,2008-03-31,A,222414319.2,2002993670,-1780579351,SST 中华A
17,2008-06-30,A,210914847.7,1999540974,-1788626126,SST 中华A
17,2008-09-30,A,213748904,2000297990,-1786549087,SST 中华A
17,2008-12-31,A,190897705.5,1993553861,-1802656155,SST 中华A
17,2009-01-01,A,190897705.5,1993553861,-1802656155,SST 中华A
17,2009-03-31,A,186269013.7,2006486765,-1820217751,SST 中华A
17,2009-06-30,A,190150317.4,2025300688,-1835150371,SST 中华A
17,2009-09-30,A,208707737.3,2049514822,-1840807085,SST 中华A
17,2009-12-31,A,169696420.5,2030710940,-1861014520,SST 中华A
17,2010-01-01,A,169696420.5,2030710940,-1861014520,*ST 中华A
17,2010-03-31,A,181382924,2071242618,-1889859694,ST 中华A
17,2010-06-30,A,170137366.2,2059961175,-1889823809,*ST 中华A
17,2010-09-30,A,169115150.4,2059859200,-1890744050,*ST 中华A
17,2010-12-31,A,138158078.9,1894343522,-1756185443,*ST 中华A
17,2011-01-01,A,138158078.9,1894343522,-1756185443,*ST 中华A
17,2011-03-31,A,157949010.9,1926285207,-1768336196,*ST 中华A
17,2011-06-30,A,150424997.3,1863368368,-1712943371,*ST 中华A
17,2011-09-30,A,161785632.3,1870715713,-1708930081,*ST 中华A
17,2011-12-31,A,135746630.9,1818586298,-1682839667,*ST 中华A
17,2012-01-01,A,135746630.9,1818586298,-1682839667,*ST 中华A
17,2012-03-31,A,145061039.2,1835458274,-1690397235,*ST 中华A
17,2012-06-30,A,141835720.6,1841514397,-1699678676,*ST 中华A
17,2012-09-30,A,180316465.1,1886573249,-1706256784,*ST 中华A
17,2012-12-31,A,162649076.3,1872039760,-1709390684,*ST 中华A
19,2005-01-01,A,464298066.1,225639234.7,238658831.4,深深宝A
19,2005-03-31,A,456320818.7,217214670.6,239106148.1,深深宝A
19,2005-06-30,A,487567007,220377454.4,267189552.7,深深宝A
19,2005-09-30,A,489411380.5,221921942.3,267489438.2,深深宝A
19,2005-12-31,A,439106808.7,180596360.5,258510448.2,深深宝A
19,2006-01-01,A,439106808.7,180596360.5,258510448.2,深深宝A
19,2006-03-31,A,450273299.4,190820918.9,259452380.5,深深宝A
19,2006-06-30,A,462224780.5,197703337.9,264521442.7,深深宝A
19,2006-09-30,A,458672809.3,195436362.5,263236446.8,G 深宝A
19,2006-12-31,A,469044876.4,172704799.9,296340076.5,深深宝A
19,2007-01-01,A,473517999.1,179594799.9,293923199.2,深深宝A
19,2007-03-31,A,461733880.2,167105450.1,294628430,深深宝A
19,2007-06-30,A,472840581.4,142948638.3,329891943.1,深深宝A
19,2007-09-30,A,473619774.4,136040415.3,337579359,深深宝A
19,2007-12-31,A,468074812.8,100966987.4,367107825.4,深深宝A
19,2008-01-01,A,468074812.8,100966987.4,367107825.4,深深宝A
19,2008-03-31,A,474966732.3,107545354.2,367421378.1,深深宝A
19,2008-06-30,A,517788962.9,143231239,374557723.9,深深宝A
19,2008-09-30,A,541958712.8,157129867.7,384828845.1,深深宝A
19,2008-12-31,A,531942477.8,148821091.3,383121386.5,深深宝A
19,2009-01-01,A,531942477.8,148821091.3,383121386.5,深深宝A
19,2009-03-31,A,539072301.6,162583925.4,376488376.2,深深宝A
19,2009-06-30,A,585097145.2,210350709.1,374746436.1,深深宝A
19,2009-09-30,A,576414280.4,193091425.9,383322854.5,深深宝A
19,2009-12-31,A,623356758,258016323.8,365340434.2,深深宝A
19,2010-01-01,A,623356758,258016323.8,365340434.2,深深宝A
19,2010-03-31,A,619643463.6,265134407.4,354509056.2,深深宝A
19,2010-06-30,A,649985511.3,303040569.3,346944942,深深宝A
19,2010-09-30,A,643795632.3,300006411.5,343789220.8,深深宝A
19,2010-12-31,A,658468840,285527226.7,372941613.2,深深宝A
19,2011-01-01,A,658468840,285527226.7,372941613.2,深深宝A
19,2011-03-31,A,672624023.3,306161551.7,366462471.5,深深宝A
19,2011-06-30,A,1165535518,278242884.2,887292634,深深宝A
19,2011-09-30,A,1089139396,174549823.1,914589573.1,深深宝A
19,2011-12-31,A,1061964235,172087722.1,889876512.6,深深宝A
19,2012-01-01,A,1061964235,172087722.1,889876512.6,深深宝A
19,2012-03-31,A,1173423229,287199349.9,886223879.6,深深宝A
19,2012-06-30,A,1160917182,182383542.6,978533639.9,深深宝A
19,2012-09-30,A,1343174122,347850402.3,995323719.4,深深宝A
19,2012-12-31,A,1222994596,216823935.2,1006170661,深深宝A
22,2005-01-01,A,4257118245,1704389817,2552728428,深赤湾A
22,2005-03-31,A,4494696297,1679511531,2815184766,深赤湾A
22,2005-06-30,A,4775369916,2075743785,2699626131,深赤湾A
22,2005-09-30,A,4816255529,1857051751,2959203778,深赤湾A
22,2005-12-31,A,4573762884,1538266411,3035496473,深赤湾A
22,2006-01-01,A,4573762884,1538266411,3035496473,深赤湾A
22,2006-03-31,A,4580328605,1315424017,3264904588,深赤湾A
22,2006-06-30,A,4591780379,1555638766,3036141613,G 深赤湾
22,2006-09-30,A,4663588720,1813315619,2850273101,G 深赤湾
22,2006-12-31,A,4589401082,1534168823,3055232259,深赤湾A
22,2007-01-01,A,4605598614,1534168823,3071429791,深赤湾A
22,2007-03-31,A,4758041480,1475010379,3283031101,深赤湾A
22,2007-06-30,A,4887027626,1734971952,3152055674,深赤湾A
22,2007-09-30,A,5034792373,1877494167,3157298206,深赤湾A
22,2007-12-31,A,5457335718,2312713967,3144621751,深赤湾A
22,2008-01-01,A,5457335718,2312713967,3144621751,深赤湾A
22,2008-03-31,A,5238186336,1845212105,3392974231,深赤湾A
22,2008-06-30,A,5480370137,2299756643,3180613494,深赤湾A
22,2008-09-30,A,5100182809,1681003674,3419179135,深赤湾A
22,2008-12-31,A,5153728048,1826070671,3327657377,深赤湾A
22,2009-01-01,A,5153728048,1826070671,3327657377,深赤湾A
22,2009-03-31,A,5106957144,1642311700,3464645444,深赤湾A
22,2009-06-30,A,5184025572,1891535370,3292490202,深赤湾A
22,2009-09-30,A,5165527116,1699157625,3466369491,深赤湾A
22,2009-12-31,A,5527873569,2107282039,3420591530,深赤湾A
22,2010-01-01,A,5527873569,2107282039,3420591530,深赤湾A
22,2010-03-31,A,5647028374,2043099565,3603928809,深赤湾A
22,2010-06-30,A,5932786944,2295049729,3637737215,深赤湾A
22,2010-09-30,A,6147008258,2270875629,3876132629,深赤湾A
22,2010-12-31,A,6202184742,2395026910,3807157832,深赤湾A
22,2011-01-01,A,6202184742,2395026910,3807157832,深赤湾A
22,2011-03-31,A,6342756464,2362201215,3980555249,深赤湾A
22,2011-06-30,A,6773160926,2837018813,3936142113,深赤湾A
22,2011-09-30,A,6516469850,2411924602,4104545248,深赤湾A
22,2011-12-31,A,6540228435,2434164364,4106064071,深赤湾A
22,2012-01-01,A,6540228435,2434164364,4106064071,深赤湾A
22,2012-03-31,A,6643366506,2386904139,4256462367,深赤湾A
22,2012-06-30,A,6980962668,2833029903,4147932765,深赤湾A
22,2012-09-30,A,6606036368,2268305232,4337731136,深赤湾A
22,2012-12-31,A,6781130450,2316120548,4465009902,深赤湾A
23,2005-01-01,A,737710148.1,486186393,251523755.1,深天地A
23,2005-03-31,A,732772101.1,483177546.8,249594554.2,深天地A
23,2005-06-30,A,745699701.5,491576679.9,254123021.6,深天地A
23,2005-09-30,A,784283465.7,535619409.1,248664056.6,深天地A
23,2005-12-31,A,935612778.4,695894401.8,239718376.6,深天地A
23,2006-01-01,A,935612778.4,695894401.8,239718376.6,深天地A
23,2006-03-31,A,973734323.5,742444954.4,231289369.1,G 深天地
23,2006-06-30,A,993462525.1,760091288.7,233371236.5,G 深天地
23,2006-09-30,A,944296274.5,697617752,246678522.5,G 深天地
23,2006-12-31,A,884427126.8,615365459.2,269061667.5,深天地A
23,2007-01-01,A,921397030.3,622874271.5,298522758.9,深天地A
23,2007-03-31,A,831221314.3,512439307.1,318782007.2,深天地A
23,2007-06-30,A,937121806.1,625114898,312006908.1,深天地A
23,2007-09-30,A,907944223.7,605127889.9,302816333.9,深天地A
23,2007-12-31,A,799195021.7,501034460.3,298160561.4,深天地A
23,2008-01-01,A,799195021.7,501034460.3,298160561.4,深天地A
23,2008-03-31,A,784515114,492940649.7,291574464.3,深天地A
23,2008-06-30,A,878329079.2,593141870.9,285187208.3,深天地A
23,2008-09-30,A,927840200.7,641473594.8,286366605.9,深天地A
23,2008-12-31,A,974456851,672484694.8,301972156.2,深天地A
23,2009-01-01,A,974456851,672484694.8,301972156.2,深天地A
23,2009-03-31,A,947776975.3,652631831.2,295145144,深天地A
23,2009-06-30,A,1034381987,749599848.2,284782138.9,深天地A
23,2009-09-30,A,1204321218,908625486.5,295695732,深天地A
23,2009-12-31,A,1075220290,761288774.9,313931514.9,深天地A
23,2010-01-01,A,1071859934,761288774.9,310571159.4,深天地A
23,2010-03-31,A,1044455070,741882669.7,302572400.3,深天地A
23,2010-06-30,A,983944878.3,679252983,304691895.2,深天地A
23,2010-09-30,A,970805577.5,653124483.9,317681093.6,深天地A
23,2010-12-31,A,938521333.6,621127574.3,317393759.2,深天地A
23,2011-01-01,A,938521333.6,621127574.3,317393759.2,深天地A
23,2011-03-31,A,925437384.4,587154458.8,338282925.6,深天地A
23,2011-06-30,A,1005637286,668772893.3,336864392.7,深天地A
23,2011-09-30,A,1013111737,676951316.3,336160420.7,深天地A
23,2011-12-31,A,1093571443,748332478.8,345238963.9,深天地A
23,2012-01-01,A,1093571443,748332478.8,345238963.9,深天地A
23,2012-03-31,A,1041950389,706133423.2,335816965.5,深天地A
23,2012-06-30,A,1080190377,749506592.4,330683784.5,深天地A
23,2012-09-30,A,1152866758,794347465.9,358519292.1,深天地A
23,2012-12-31,A,1219044948,811657572,407387375.8,深天地A
25,2005-01-01,A,1063458823,797407173.5,266051649.2,ST 特力A
25,2005-03-31,A,1049100766,782525161.5,266575604.4,ST 特力A
25,2005-06-30,A,1068873569,798807674,270065894.6,ST 特力A
25,2005-09-30,A,821533688,544581587.3,276952100.7,ST 特力A
25,2005-12-31,A,859358659.1,582141342.6,277217316.5,ST 特力A
25,2006-01-01,A,859358659.1,582141342.6,277217316.5,特力A
25,2006-03-31,A,896116512.6,618203068.5,277913444.1,G 特力A
25,2006-06-30,A,877685457.6,597055811.9,280629645.7,G 特力A
25,2006-09-30,A,865123293,582449977.1,282673315.9,G 特力A
25,2006-12-31,A,830866309.8,641651844,189214465.9,特力A
25,2007-01-01,A,844119585.9,642586732.8,201532853.1,特力A
25,2007-03-31,A,833433513.7,643239468.7,190194045,特力A
25,2007-06-30,A,857969975.8,654626244.4,203343731.4,特力A
25,2007-09-30,A,818864186.8,612451817.6,206412369.1,特力A
25,2007-12-31,A,835575307.2,630459473,205115834.2,特力A
25,2008-01-01,A,837091842.9,630459473,206632369.8,特力A
25,2008-03-31,A,853981402.8,647298086.9,206683315.9,特力A
25,2008-06-30,A,831345594,622596106.7,208749487.3,特力A
25,2008-09-30,A,651603978.9,471561770.6,180042208.3,特力A
25,2008-12-31,A,614544088.8,427557262.9,186986825.9,特力A
25,2009-01-01,A,614544088.8,427557262.9,186986825.9,特力A
25,2009-03-31,A,610272189.1,430730470.4,179541718.7,特力A
25,2009-06-30,A,608590371.3,417627860.2,190962511.1,特力A
25,2009-09-30,A,604153725.1,414540116,189613609.1,特力A
25,2009-12-31,A,611487117.7,416407732.8,195079384.8,特力A
25,2010-01-01,A,611487117.7,416407732.8,195079384.8,特力A
25,2010-03-31,A,602816995.2,408547177.1,194269818.2,特力A
25,2010-06-30,A,594284235.9,397954859.4,196329376.5,特力A
25,2010-09-30,A,593457486.1,397338068.5,196119417.5,特力A
25,2010-12-31,A,599555953.3,399758119.6,199797833.7,特力A
25,2011-01-01,A,599555953.3,399758119.6,199797833.7,特力A
25,2011-03-31,A,592709964.5,392383255.4,200326709,特力A
25,2011-06-30,A,583375952.8,383182669.3,200193283.5,特力A
25,2011-09-30,A,578619923.2,381349294.3,197270628.9,特力A
25,2011-12-31,A,570693268.2,369311616.1,201381652,特力A
25,2012-01-01,A,570693268.2,369311616.1,201381652,特力A
25,2012-03-31,A,583848155.1,385015293.2,198832862,特力A
25,2012-06-30,A,563712143.8,371900985.3,191811158.6,特力A
25,2012-09-30,A,630359346.8,437987466.4,192371880.4,特力A
25,2012-12-31,A,644911292,443849775.8,201061516.2,特力A
26,2005-01-01,A,627537297.7,102836731.2,524700566.5,飞亚达A
26,2005-03-31,A,607802454.7,82289603.3,525512851.4,飞亚达A
26,2005-06-30,A,605862813.6,75882140.84,529980672.7,飞亚达A
26,2005-09-30,A,613295380.1,79200442.46,534094937.7,飞亚达A
26,2005-12-31,A,621275547.2,80401625.07,540873922.1,飞亚达A
26,2006-01-01,A,621275547.2,80401625.07,540873922.1,S 飞亚达A
26,2006-03-31,A,657548235.3,111912372.3,545635863.1,飞亚达A
26,2006-06-30,A,675294130.9,120951535.8,554342595.2,飞亚达A
26,2006-09-30,A,720041182.1,158759864,561281318.1,飞亚达A
26,2006-12-31,A,771947475.6,201732964.1,570214511.5,S 飞亚达A
26,2007-01-01,A,775314838.4,195877348.1,579437490.3,飞亚达A
26,2007-03-31,A,829792811,245286307.8,584506503.2,S 飞亚达A
26,2007-06-30,A,864748181,265194291.2,599553889.8,S 飞亚达A
26,2007-09-30,A,944793432.1,324200441.5,620592990.5,S 飞亚达A
26,2007-12-31,A,1045497640,394904882.8,650592756.8,飞亚达A
26,2008-01-01,A,1045497640,394904882.8,650592756.8,飞亚达A
26,2008-03-31,A,1109407767,448786412.4,660621354.6,飞亚达A
26,2008-06-30,A,1383138948,727402461.7,655736485.9,飞亚达A
26,2008-09-30,A,1385148702,714077493.7,671071208.3,飞亚达A
26,2008-12-31,A,1441187545,761694808.7,679492736.7,飞亚达A
26,2009-01-01,A,1441187545,761694808.7,679492736.7,飞亚达A
26,2009-03-31,A,1448500642,754951555,693549087,飞亚达A
26,2009-06-30,A,1447309147,761791770.5,685517376,飞亚达A
26,2009-09-30,A,1484390817,777586696.3,706804120.4,飞亚达A
26,2009-12-31,A,1523936984,788717458.7,735219525.1,飞亚达A
26,2010-01-01,A,1523936984,788717458.7,735219525.1,飞亚达A
26,2010-03-31,A,1618096265,862565538.1,755530727,飞亚达A
26,2010-06-30,A,1639985004,862357852.4,777627152,飞亚达A
26,2010-09-30,A,1750595621,970281866.2,780313754.4,飞亚达A
26,2010-12-31,A,2436539054,1148973105,1287565949,飞亚达A
26,2011-01-01,A,2436539054,1148973105,1287565949,飞亚达A
26,2011-03-31,A,2302506166,997006071,1305500095,飞亚达A
26,2011-06-30,A,2430200977,1101559157,1328641820,飞亚达A
26,2011-09-30,A,2571386908,1191276593,1380110315,飞亚达A
26,2011-12-31,A,2895775774,1502020717,1393755058,飞亚达A
26,2012-01-01,A,3061600095,1632984153,1428615942,飞亚达A
26,2012-03-31,A,3181884736,1774048432,1407836304,飞亚达A
26,2012-06-30,A,3306412693,1909499732,1396912961,飞亚达A
26,2012-09-30,A,3387313731,1960981887,1426331844,飞亚达A
26,2012-12-31,A,3326763825,1877678602,1449085223,飞亚达A
28,2005-01-01,A,846186796.7,487988976.4,358197820.4,一致药业
28,2005-03-31,A,850510268,481302387.3,369207880.7,一致药业
28,2005-06-30,A,962295667.5,584800442.3,377495225.2,一致药业
28,2005-09-30,A,950184765,564586371.1,385598393.8,一致药业
28,2005-12-31,A,1072448049,678726779.7,393721269.1,一致药业
28,2006-01-01,A,1072448049,678726779.7,393721269.1,一致药业
28,2006-03-31,A,2186567588,1742896108,443671479.4,一致药业
28,2006-06-30,A,2378399974,1930274110,448125863.7,G 一致
28,2006-09-30,A,2473769173,2010411826,463357347.5,G 一致
28,2006-12-31,A,2679240445,2206339031,472901413.8,一致药业
28,2007-01-01,A,2642885691,2230360394,412525297.3,一致药业
28,2007-03-31,A,2762903102,2309557754,453345348.3,一致药业
28,2007-06-30,A,2871415642,2389177952,482237690.1,一致药业
28,2007-09-30,A,3032615337,2527029164,505586173.4,一致药业
28,2007-12-31,A,2906088134,2388510984,517577149.4,一致药业
28,2008-01-01,A,2911091112,2388510984,522580127.9,一致药业
28,2008-03-31,A,3139532297,2581802659,557729638.6,一致药业
28,2008-06-30,A,3464408435,2864464754,599943681.2,一致药业
28,2008-09-30,A,3678531415,3032275745,646255670.4,一致药业
28,2008-12-31,A,3683974197,3034604020,649370176.4,一致药业
28,2009-01-01,A,3944965334,3264043920,680921413.5,一致药业
28,2009-03-31,A,4273371625,3547011552,726360073.5,一致药业
28,2009-06-30,A,4502173841,3712803787,789370054.8,一致药业
28,2009-09-30,A,5012704507,4176212783,836491723.4,一致药业
28,2009-12-31,A,5233489407,4355358306,878131101.4,一致药业
28,2010-01-01,A,5268340226,4365665370,902674856.6,一致药业
28,2010-03-31,A,5515055977,4570583287,944472690.2,一致药业
28,2010-06-30,A,5741019273,4746002441,995016832.4,一致药业
28,2010-09-30,A,6105679742,5049332188,1056347554,一致药业
28,2010-12-31,A,6306793006,5175347645,1131445361,一致药业
28,2011-01-01,A,6306793006,5175347645,1131445361,一致药业
28,2011-03-31,A,6547314118,5326910257,1220403861,一致药业
28,2011-06-30,A,6968069536,5701646659,1266422876,一致药业
28,2011-09-30,A,7323929954,5976570298,1347359657,一致药业
28,2011-12-31,A,7665759761,6238959118,1426800643,一致药业
28,2012-01-01,A,7679312772,6252637098,1426675674,国药一致
28,2012-03-31,A,8069831512,6524621108,1545210404,国药一致
28,2012-06-30,A,8662233353,7034989733,1627243620,国药一致
28,2012-09-30,A,9050106888,7330133242,1719973646,国药一致
28,2012-12-31,A,9295839940,7456788727,1839051212,国药一致
30,2005-01-01,A,298458668.6,1815348017,-1516889349,ST 盛润A
30,2005-06-30,A,254214316.2,1791401524,-1537187208,ST 盛润A
30,2005-09-30,A,264707312.4,1802825293,-1538117981,ST 盛润A
30,2005-12-31,A,39195650.78,1688367418,-1649171767,ST 盛润A
30,2006-01-01,A,39195650.77,1688367418,-1649171767,S*ST 盛润
30,2006-03-31,A,39003343.08,1695256744,-1656253400,ST 盛润A
30,2006-06-30,A,38919060.8,1696171414,-1657252353,*ST 盛润A
30,2006-09-30,A,29810570.59,1646094093,-1616283522,*ST 盛润A
30,2006-12-31,A,29826570.27,1646144852,-1616318281,S*ST 盛润
30,2007-01-01,A,29826570.27,1646144852,-1616318281,S*ST 盛润
30,2007-03-31,A,29854865.47,1653554603,-1623699737,S*ST 盛润
30,2007-06-30,A,27877707.99,1660489069,-1632611361,S*ST 盛润
30,2007-09-30,A,28135640.4,1669675841,-1641540201,S*ST 盛润
30,2007-12-31,A,27154777.79,1665548276,-1638393499,S*ST 盛润
30,2008-01-01,A,27154777.79,1665548276,-1638393499,ST 盛润A
30,2008-03-31,A,27108396.72,1685006331,-1657897934,S*ST 盛润
30,2008-06-30,A,24290168.7,1675133994,-1650843825,S*ST 盛润
30,2008-09-30,A,24379610.62,1684101575,-1659721964,S*ST 盛润
30,2008-12-31,A,17961177.93,1741503495,-1723542318,ST 盛润A
30,2009-01-01,A,17301167.93,1740413495,-1723112328,*ST 盛润A
30,2009-03-31,A,17661885.36,1747867413,-1730205527,ST 盛润A
30,2009-06-30,A,16990312.1,1754002081,-1737011769,*ST 盛润A
30,2009-09-30,A,43628768.66,1749753730,-1706124962,*ST 盛润A
30,2009-12-31,A,41891434.31,1756901026,-1715009592,*ST 盛润A
30,2010-01-01,A,41891434.31,1756901026,-1715009592,*ST 盛润A
30,2010-03-31,A,41985915.47,1763016270,-1721030354,*ST 盛润A
30,2010-06-30,A,42041063.65,1763964824,-1727416493,*ST 盛润A
30,2010-09-30,A,41719198.92,1763978226,-1733591711,*ST 盛润A
30,2010-12-31,A,73920089.84,2177242069,-2103321979,*ST 盛润A
30,2011-01-01,A,73920089.84,2177242069,-2103321979,*ST 盛润A
30,2011-03-31,A,31888897.28,2126669435,-2094780538,*ST 盛润A
30,2011-06-30,A,70270774.98,67019252.7,3251522.28,*ST 盛润A
30,2011-09-30,A,67919935.63,65433041.44,2486894.19,*ST 盛润A
30,2011-12-31,A,66169347.65,64127764.83,2041582.82,*ST 盛润A
30,2012-01-01,A,66169347.65,64127764.83,2041582.82,*ST 盛润A
30,2012-03-31,A,65443969.3,64079095.24,1364874.06,*ST 盛润A
30,2012-06-30,A,64663557.23,64084431.79,579125.44,*ST 盛润A
30,2012-09-30,A,58088199.15,58112502.12,-24302.97,*ST 盛润A
30,2012-12-31,A,24606158.49,26253591.28,-1647432.79,*ST 盛润A
34,2005-01-01,A,1023625063,1197914714,-174289651.3,ST 深泰
34,2005-03-31,A,1064774689,1241221891,-176447202.4,深信泰丰
34,2005-06-30,A,997400654.5,1215283352,-217882697.9,ST 深泰
34,2005-09-30,A,998326638.2,1228452104,-230125465.6,ST 深泰
34,2005-12-31,A,768881287.8,1129228708,-360347420.1,ST 深泰
34,2006-01-01,A,768881287.8,1170068708,-401187420.1,S*ST 深泰
34,2006-03-31,A,781305946.9,1147282182,-365976234.6,ST 深泰
34,2006-06-30,A,734267115,1123560138,-389293022.5,*ST 深泰
34,2006-09-30,A,590007025.5,955498757.3,-365491731.8,*ST 深泰
34,2006-12-31,A,545734855.8,962469809,-416734953.2,S*ST 深泰
34,2007-01-01,A,664535774,1204426225,-539890451.4,SST 深泰
34,2007-03-31,A,656256141.4,1057094961,-400838820.1,S*ST 深泰
