ID,Date,Type,Short-term liabilities,Long-term liabilities,Name
10,2006-01-01,A,227368716.4,52299744.5,S*ST 华新
10,2006-06-30,A,235078367.5,46733283.54,*ST 华新
10,2006-09-30,A,220832121.3,26346103.97,*ST 华新
10,2006-12-31,A,135479640.1,22095569.05,S*ST 华新
10,2007-01-01,A,136172570.4,16695569.05,SST 华新
10,2007-03-31,A,136083655,21945569.05,SST 华新
10,2007-06-30,A,131509279.5,12730136.6,SST 华新
10,2007-09-30,A,131368840.6,12633136.6,SST 华新
10,2007-12-31,A,108503707.8,43755585.68,SST 华新
10,2008-01-01,A,108503707.8,43755585.68,SST 华新
10,2008-03-31,A,106187522.9,32806105.58,SST 华新
10,2008-06-30,A,112653323.6,31846007.05,SST 华新
10,2008-09-30,A,121791330.9,4801030.52,SST 华新
10,2008-12-31,A,125361261.1,5263013.4,SST 华新
10,2009-01-01,A,125361261.1,4748270.13,SST 华新
10,2009-03-31,A,132999687.4,5828968.31,SST 华新
10,2009-06-30,A,140424261.6,6032643.34,SST 华新
10,2009-09-30,A,153905379.9,5705015.11,SST 华新
10,2009-12-31,A,141377961.9,6697346.85,SST 华新
10,2010-01-01,A,141377961.9,6697346.85,SST 华新
10,2010-03-31,A,127252041.6,5398508.38,SST 华新
10,2010-06-30,A,130018834.9,5111156.16,SST 华新
10,2010-09-30,A,132005272,4911852.79,SST 华新
10,2010-12-31,A,123008294.6,3765143.2,SST 华新
10,2011-01-01,A,123008294.6,3765143.2,SST 华新
10,2011-03-31,A,125553160.4,2968961.72,SST 华新
10,2011-06-30,A,142900188.7,2681498.6,SST 华新
10,2011-09-30,A,150772639.6,2527293.98,SST 华新
10,2011-12-31,A,143689166.3,800000,SST 华新
10,2012-01-01,A,143689166.3,800000,SST 华新
10,2012-03-31,A,132071084,800000,SST 华新
10,2012-06-30,A,146449668,800000,SST 华新
10,2012-09-30,A,164778713,800000,SST 华新
10,2012-12-31,A,144363207.7,41507.88,SST 华新
11,2005-01-01,A,1470947077,264860104,深物业A
11,2005-03-31,A,1447780739,238698340.2,深物业A
11,2005-06-30,A,1366419935,169489254.9,深物业A
11,2005-09-30,A,1243290843,169172116.2,深物业A
11,2005-12-31,A,974204988.4,168072430.3,深物业A
11,2006-01-01,A,991249791.2,191480169,S 深物业A
11,2006-03-31,A,918842222.5,164979426.6,深物业A
11,2006-06-30,A,829955187.8,167241823.1,深物业A
11,2006-09-30,A,807176623.8,174081986.4,深物业A
11,2006-12-31,A,806005319.4,253999290.2,S 深物业A
11,2007-01-01,A,806128552.2,254887762.9,S 深物业A
11,2007-03-31,A,804339606.5,264623458.3,S 深物业A
11,2007-06-30,A,795356604.8,345024271.5,S 深物业A
11,2007-09-30,A,662400428.3,519468284.7,S 深物业A
11,2007-12-31,A,965808079.6,352696249.5,S 深物业A
11,2008-01-01,A,965808079.6,352696249.5,S*ST 物业
11,2008-03-31,A,931608376.9,368143766.9,S 深物业A
11,2008-06-30,A,986912593.8,545248448,S*ST 物业
11,2008-09-30,A,1003908218,541079244.5,S*ST 物业
11,2008-12-31,A,1011121450,528247332.2,S*ST 物业
11,2009-01-01,A,1011121450,528247332.2,深物业A
11,2009-03-31,A,1130455019,722943981.7,S*ST 物业
11,2009-06-30,A,1396739765,405207706,S*ST 物业
11,2009-09-30,A,1447818724,391695051.4,S 深物业A
11,2009-12-31,A,1723552331,448560983.3,深物业A
11,2010-01-01,A,1723552331,448560983.3,深物业A
11,2010-03-31,A,1581768115,660777314.6,深物业A
11,2010-06-30,A,1325149721,655332074.9,深物业A
11,2010-09-30,A,1450004574,647640565.6,深物业A
11,2010-12-31,A,1724038360,314195284.7,深物业A
11,2011-01-01,A,1724038360,314195284.7,深物业A
11,2011-03-31,A,1564722476,313391386.5,深物业A
11,2011-06-30,A,1762187097,106208242.7,深物业A
11,2011-09-30,A,2051973482,106952195.8,深物业A
11,2011-12-31,A,2239468348,129034005.4,深物业A
11,2012-01-01,A,2242350137,167352491.6,深物业A
11,2012-03-31,A,2266052566,150470438.5,深物业A
11,2012-06-30,A,2269066011,150037585.5,深物业A
11,2012-09-30,A,2631279737,147061073.5,深物业A
11,2012-12-31,A,2278634251,168053057.9,深物业A
12,2005-01-01,A,1721266529,562167876,南玻A
12,2005-03-31,A,1991224220,693265760,南玻A
12,2005-06-30,A,2007852329,687690931,南玻A
12,2005-09-30,A,1984585377,778668571,南玻A
12,2005-12-31,A,1893309332,914267839,南玻A
12,2006-01-01,A,1893309332,914267839,南玻A
12,2006-03-31,A,2016282020,994666447,南玻A
12,2006-06-30,A,2629679628,685304226,G 南玻
12,2006-09-30,A,2828401435,722634268,G 南玻
12,2006-12-31,A,3049397148,782114767,南玻A
12,2007-01-01,A,3069470294,762041621,南玻A
12,2007-03-31,A,3039674723,786899365,南玻A
12,2007-06-30,A,3791654421,673852111,南玻A
12,2007-09-30,A,5476247682,622922655,南玻A
12,2007-12-31,A,3598996383,568371693,南玻A
12,2008-01-01,A,3598996383,568371693,南玻A
12,2008-03-31,A,3713141275,557495441,南玻A
12,2008-06-30,A,4253343792,777008249,南玻A
12,2008-09-30,A,4184061882,1098707688,南玻A
12,2008-12-31,A,4369038062,1194005864,南玻A
12,2009-01-01,A,4369038062,1194005864,南玻A
12,2009-03-31,A,4572514052,1274296005,南玻A
12,2009-06-30,A,4341859370,1309566919,南玻A
12,2009-09-30,A,4247970277,1229928035,南玻A
12,2009-12-31,A,4314354311,987922674,南玻A
12,2010-01-01,A,4314354311,987922674,南玻A
12,2010-03-31,A,4265208735,1019946765,南玻A
12,2010-06-30,A,4111200706,1116955855,南玻A
12,2010-09-30,A,4228951179,1004175317,南玻A
12,2010-12-31,A,2799972057,2910428761,南玻A
12,2011-01-01,A,2799972057,2910428761,南玻A
12,2011-03-31,A,3317392334,3101557751,南玻A
12,2011-06-30,A,3685934964,3455167512,南玻A
12,2011-09-30,A,4136605541,3539561750,南玻A
12,2011-12-31,A,4521117543,3454338995,南玻A
12,2012-01-01,A,4521117543,3454338995,南玻A
12,2012-03-31,A,3994799908,3108373996,南玻A
12,2012-06-30,A,4291190990,3198599798,南玻A
12,2012-09-30,A,4278274869,3132136543,南玻A
12,2012-12-31,A,4050457973,3017157013,南玻A
14,2005-01-01,A,875701831.2,0,沙河股份
14,2005-03-31,A,664448359.9,100000000,沙河股份
14,2005-06-30,A,685972441.7,100000000,沙河股份
14,2005-09-30,A,643369022.3,100000000,沙河股份
14,2005-12-31,A,549909395.2,100000000,沙河股份
14,2006-01-01,A,549909395.2,100000000,沙河股份
14,2006-03-31,A,458674512.5,250000000,G 沙河
14,2006-06-30,A,405271281.2,150000000,G 沙河
14,2006-09-30,A,515353060.1,150000000,G 沙河
14,2006-12-31,A,500527757.5,150000000,沙河股份
14,2007-01-01,A,500527757.5,150075891.8,沙河股份
14,2007-03-31,A,379673644.6,250075891.8,沙河股份
14,2007-06-30,A,388204359.1,250166306.4,沙河股份
14,2007-09-30,A,365543770.1,350248739.8,沙河股份
14,2007-12-31,A,331109778.5,408592620.1,沙河股份
14,2008-01-01,A,324544847.9,408592620.1,沙河股份
14,2008-03-31,A,307323283.3,508509966.3,沙河股份
14,2008-06-30,A,604471075.9,316447281.8,沙河股份
14,2008-09-30,A,628124913.4,371420785.5,沙河股份
14,2008-12-31,A,1018243280,221384643.5,沙河股份
14,2009-01-01,A,1018243280,221384643.5,沙河股份
14,2009-03-31,A,879608385,285123872.5,沙河股份
14,2009-06-30,A,904205350.2,235172735.8,沙河股份
14,2009-09-30,A,1003254897,230210614.9,沙河股份
14,2009-12-31,A,1103409522,150294669.5,沙河股份
14,2010-01-01,A,1103409522,150294669.5,沙河股份
14,2010-03-31,A,807945715.9,150265220.2,沙河股份
14,2010-06-30,A,886000616.8,150210809.6,沙河股份
14,2010-09-30,A,925856269.4,200269468.5,沙河股份
14,2010-12-31,A,729631256.2,300330678.7,沙河股份
14,2011-01-01,A,729631256.2,300330678.7,沙河股份
14,2011-03-31,A,662067924.9,300318551.1,沙河股份
14,2011-06-30,A,495286713.7,500299162.3,沙河股份
14,2011-09-30,A,514030187.7,500260700.5,沙河股份
14,2011-12-31,A,642836379.2,550239420.6,沙河股份
14,2012-01-01,A,642836379.2,550239420.6,沙河股份
14,2012-03-31,A,615423454.1,560164473.4,沙河股份
14,2012-06-30,A,682695259.7,510170789.9,沙河股份
14,2012-09-30,A,997583678,210139090.1,沙河股份
14,2012-12-31,A,1236872322,150255749.1,沙河股份
16,2005-01-01,A,6144937837,10499149.19,深康佳A
16,2005-03-31,A,5710281824,10499149.19,深康佳A
16,2005-06-30,A,4817421718,10499149.19,深康佳A
16,2005-09-30,A,4803737580,11099149.19,深康佳A
16,2005-12-31,A,5633184810,20179149.19,深康佳A
16,2006-01-01,A,5633184810,20179149.19,深康佳A
16,2006-03-31,A,4999242602,21464149.19,G 康佳A
16,2006-06-30,A,4929017019,21614149.19,G 康佳A
16,2006-09-30,A,5936576828,48614149.19,G 康佳A
16,2006-12-31,A,6379322391,27494986.8,深康佳A
16,2007-01-01,A,6379322391,27494986.8,深康佳A
16,2007-03-31,A,5698796632,28540266.4,深康佳A
16,2007-06-30,A,4458697570,28077199.19,深康佳A
16,2007-09-30,A,5773316442,28077199.19,深康佳A
16,2007-12-31,A,5458376269,33610030.89,深康佳A
16,2008-01-01,A,6787068898,33610030.89,深康佳A
16,2008-03-31,A,4798520651,28758132.56,深康佳A
16,2008-06-30,A,4857270916,31270135.22,深康佳A
16,2008-09-30,A,5312817151,31508563.32,深康佳A
16,2008-12-31,A,6469468958,44141436.83,深康佳A
16,2009-01-01,A,6469468958,44141436.83,深康佳A
16,2009-03-31,A,5781078958,54643757.35,深康佳A
16,2009-06-30,A,6797545027,60294436.83,深康佳A
16,2009-09-30,A,8726934522,66366436.83,深康佳A
16,2009-12-31,A,9381965391,79849764.07,深康佳A
16,2010-01-01,A,9381965391,79849764.07,深康佳A
16,2010-03-31,A,9855404480,90449764.07,深康佳A
16,2010-06-30,A,9119964859,99749764.07,深康佳A
16,2010-09-30,A,9628734294,215287964.1,深康佳A
16,2010-12-31,A,11601298299,641459820.7,深康佳A
16,2011-01-01,A,11601298299,641459820.7,深康佳A
16,2011-03-31,A,11706175562,742363320.7,深康佳A
16,2011-06-30,A,12520737977,742819212.3,深康佳A
16,2011-09-30,A,11346928218,762589352.3,深康佳A
16,2011-12-31,A,11892471929,777354128.1,深康佳A
16,2012-01-01,A,11892471929,777354128.1,深康佳A
16,2012-03-31,A,11631263425,1174196350,深康佳A
16,2012-06-30,A,9433161950,1167952886,深康佳A
16,2012-09-30,A,10790437291,1367962110,深康佳A
16,2012-12-31,A,11757251072,558818344,深康佳A
17,2005-01-01,A,963182491.3,1202576534,*ST 中华A
17,2005-06-30,A,927067207.8,1200309833,*ST 中华A
17,2005-09-30,A,943702357.1,1180502710,*ST 中华A
17,2005-12-31,A,957954908,1183824020,*ST 中华A
17,2006-01-01,A,1989931896,166789924.7,S*ST 中华
17,2006-06-30,A,955421673.1,1177048473,*ST 中华A
17,2006-09-30,A,962540476.1,1169155779,*ST 中华A
17,2006-12-31,A,1968675126,161876924.7,S*ST 中华
17,2007-01-01,A,1968109895,161876924.7,SST 中华A
17,2007-03-31,A,1941057645,161876924.7,SST 中华A
17,2007-06-30,A,1943103180,161876924.7,SST 中华A
17,2007-09-30,A,1965754967,161441142.9,SST 中华A
17,2007-12-31,A,1837279848,184133984.9,SST 中华A
17,2008-01-01,A,1837279848,184133984.9,SST 中华A
17,2008-03-31,A,1841552527,161441142.9,SST 中华A
17,2008-06-30,A,1838099831,161441142.9,SST 中华A
17,2008-09-30,A,1816164006,184133984.9,SST 中华A
17,2008-12-31,A,1809419876,184133984.9,SST 中华A
17,2009-01-01,A,1809419876,184133984.9,SST 中华A
17,2009-03-31,A,1822352780,184133984.9,SST 中华A
17,2009-06-30,A,1841166703,184133984.9,SST 中华A
17,2009-09-30,A,1870426379,179088442.9,SST 中华A
17,2009-12-31,A,1851622497,179088442.9,SST 中华A
17,2010-01-01,A,1851622497,179088442.9,*ST 中华A
17,2010-03-31,A,1892154175,179088442.9,ST 中华A
17,2010-06-30,A,1880872732,179088442.9,*ST 中华A
17,2010-09-30,A,1880770757,179088442.9,*ST 中华A
17,2010-12-31,A,1715255079,179088442.9,*ST 中华A
17,2011-01-01,A,1715255079,179088442.9,*ST 中华A
17,2011-03-31,A,1747196764,179088442.9,*ST 中华A
17,2011-06-30,A,1697155415,166212952.9,*ST 中华A
17,2011-09-30,A,1704502761,166212952.9,*ST 中华A
17,2011-12-31,A,1652373345,166212952.9,*ST 中华A
17,2012-01-01,A,1652373345,166212952.9,*ST 中华A
17,2012-03-31,A,1669245322,166212952.9,*ST 中华A
17,2012-06-30,A,1675301444,166212952.9,*ST 中华A
17,2012-09-30,A,1720360296,166212952.9,*ST 中华A
17,2012-12-31,A,1705826807,166212952.9,*ST 中华A
18,2005-01-01,A,171957349,14675666,深中冠A
18,2005-03-31,A,175571833.9,14654156.65,深中冠A
18,2005-06-30,A,171908182.8,14626637.34,深中冠A
18,2005-09-30,A,160656294.5,14302495.59,深中冠A
18,2005-12-31,A,191529341,14266350,深中冠A
18,2006-01-01,A,191509155,14266350,深中冠A
18,2006-03-31,A,178056462.8,14190102.62,深中冠A
18,2006-06-30,A,167764973.9,14077426.57,G 深中冠
18,2006-09-30,A,168122369.1,13867388.86,G 深中冠
18,2006-12-31,A,126385529,18461544,深中冠A
18,2007-01-01,A,126385529,20008582,ST 中冠A
18,2007-03-31,A,79661443.68,18449491.13,深中冠A
18,2007-06-30,A,64530311,16908305,深中冠A
18,2007-09-30,A,91692322,16791503,ST 中冠A
18,2007-12-31,A,45083376,13893249,ST 中冠A
18,2008-01-01,A,45083376,13893249,ST 中冠A
18,2008-03-31,A,45226977,13425961,ST 中冠A
18,2008-06-30,A,38692955,13228033,ST 中冠A
18,2008-09-30,A,40397573,12909977,ST 中冠A
18,2008-12-31,A,49133445,12832618,ST 中冠A
18,2009-01-01,A,49133445,12832618,*ST 中冠A
18,2009-03-31,A,48677767,12800148,ST 中冠A
18,2009-06-30,A,50317601,12758550,*ST 中冠A
18,2009-09-30,A,50070070,12730021,*ST 中冠A
18,2009-12-31,A,45121627,12629571,*ST 中冠A
18,2010-01-01,A,45121627,12629571,ST 中冠A
18,2010-03-31,A,42455465,12576673,*ST 中冠A
18,2010-06-30,A,41609967,12445272,ST 中冠A
18,2010-09-30,A,38412596,12285519,ST 中冠A
18,2010-12-31,A,42086051,12028464,ST 中冠A
18,2011-01-01,A,42086051,12028464,ST 中冠A
18,2011-03-31,A,42523878,11873376,ST 中冠A
18,2011-06-30,A,42632918,11691125,ST 中冠A
18,2011-09-30,A,42163455,11431194,ST 中冠A
18,2011-12-31,A,43273215,11291997,ST 中冠A
18,2012-01-01,A,43273215,11291997,ST 中冠A
18,2012-03-31,A,44138601,11259267,ST 中冠A
18,2012-06-30,A,46373533,11286771,ST 中冠A
18,2012-09-30,A,46845183,11288240,ST 中冠A
18,2012-12-31,A,43397339,11126341,ST 中冠A
19,2005-01-01,A,205856784.7,19782450,深深宝A
19,2005-03-31,A,197432220.6,19782450,深深宝A
19,2005-06-30,A,200595004.4,19782450,深深宝A
19,2005-09-30,A,202139492.3,19782450,深深宝A
19,2005-12-31,A,154197360.6,26398999.96,深深宝A
19,2006-01-01,A,154197360.6,26398999.96,深深宝A
19,2006-03-31,A,164941918.9,25878999.96,深深宝A
19,2006-06-30,A,169014417.9,28688919.96,深深宝A
19,2006-09-30,A,163417522.5,32018839.96,G 深宝A
19,2006-12-31,A,162085295.8,10619504.1,深深宝A
19,2007-01-01,A,168975295.8,10619504.1,深深宝A
19,2007-03-31,A,158541866.2,8563583.88,深深宝A
19,2007-06-30,A,134368638.3,8580000,深深宝A
19,2007-09-30,A,127460415.3,8580000,深深宝A
19,2007-12-31,A,92386987.41,8580000,深深宝A
19,2008-01-01,A,92386987.41,8580000,深深宝A
19,2008-03-31,A,98965354.17,8580000,深深宝A
19,2008-06-30,A,134651239,8580000,深深宝A
19,2008-09-30,A,148549867.7,8580000,深深宝A
19,2008-12-31,A,136241091.3,12580000,深深宝A
19,2009-01-01,A,136241091.3,12580000,深深宝A
19,2009-03-31,A,158583925.4,4000000,深深宝A
19,2009-06-30,A,180350709.1,30000000,深深宝A
19,2009-09-30,A,163591425.9,29500000,深深宝A
19,2009-12-31,A,209016323.8,49000000,深深宝A
19,2010-01-01,A,209016323.8,49000000,深深宝A
19,2010-03-31,A,156634407.4,108500000,深深宝A
19,2010-06-30,A,198880166,104160403.3,深深宝A
19,2010-09-30,A,193522395.3,106484016.3,深深宝A
19,2010-12-31,A,258477306.7,27049920,深深宝A
19,2011-01-01,A,258477306.7,27049920,深深宝A
19,2011-03-31,A,279611631.7,26549920,深深宝A
19,2011-06-30,A,252192964.2,26049920,深深宝A
19,2011-09-30,A,174499903.1,49920,深深宝A
19,2011-12-31,A,167637802.1,4449920,深深宝A
19,2012-01-01,A,167637802.1,4449920,深深宝A
19,2012-03-31,A,282749429.9,4449920,深深宝A
19,2012-06-30,A,178133622.6,4249920,深深宝A
19,2012-09-30,A,343600482.3,4249920,深深宝A
19,2012-12-31,A,208162571,8661364.25,深深宝A
20,2005-01-01,A,197471780.5,0,*ST 华发A
20,2005-03-31,A,184860170.3,0,ST 华发A
20,2005-06-30,A,176551686.6,0,*ST 华发A
20,2005-09-30,A,160841684.8,0,*ST 华发A
20,2005-12-31,A,150326363.4,0,*ST 华发A
20,2006-01-01,A,150326363.4,0,SST 华发A
20,2006-03-31,A,146458414.5,0,*ST 华发A
20,2006-06-30,A,135575596.2,0,*ST 华发A
20,2006-09-30,A,137154330.2,0,*ST 华发A
20,2006-12-31,A,152189007.7,0,SST 华发A
20,2007-01-01,A,152189007.7,3708556.9,ST 华发A
20,2007-03-31,A,120390762.9,0,SST 华发A
20,2007-06-30,A,121452669.8,0,ST 华发A
20,2007-09-30,A,130726585.5,0,ST 华发A
20,2007-12-31,A,131756838.3,0,ST 华发A
20,2008-01-01,A,131756838.3,0,ST 华发A
20,2008-03-31,A,120449562.4,0,ST 华发A
20,2008-06-30,A,259379443,200000,ST 华发A
20,2008-09-30,A,248503576.9,388000,ST 华发A
20,2008-12-31,A,198485976.3,375474.41,ST 华发A
20,2009-01-01,A,198485976.3,375474.41,深华发A
20,2009-03-31,A,124701815.9,140375474.4,ST 华发A
20,2009-06-30,A,165676995.6,226915874.4,深华发A
20,2009-09-30,A,213929025.2,223456274.4,深华发A
20,2009-12-31,A,278753316.7,226062664,深华发A
20,2010-01-01,A,278753316.7,226062664,深华发A
20,2010-03-31,A,240241474.1,222250864,深华发A
20,2010-06-30,A,330144536.5,218439064,深华发A
20,2010-09-30,A,361162804.6,214594643.9,深华发A
20,2010-12-31,A,249960298.8,209369395.6,深华发A
20,2011-01-01,A,249960298.8,209369395.6,深华发A
20,2011-03-31,A,273082409,204811195.6,深华发A
20,2011-06-30,A,371972850.4,200252995.6,深华发A
20,2011-09-30,A,447686503.9,192089181.8,深华发A
20,2011-12-31,A,205061060.1,186385408.6,深华发A
20,2012-01-01,A,205061060.1,186385408.6,深华发A
20,2012-03-31,A,280699213,180270208.6,深华发A
20,2012-06-30,A,300568052.1,174155008.6,深华发A
20,2012-09-30,A,309794984.2,168039808.6,深华发A
20,2012-12-31,A,236315629,165148414.1,深华发A
21,2005-01-01,A,1344257381,570000,深科技A
21,2005-03-31,A,1349672446,570000,深科技A
21,2005-06-30,A,1556530856,570000,深科技A
21,2005-09-30,A,1465701358,570000,深科技A
21,2005-12-31,A,1401090776,3579100,深科技A
21,2006-01-01,A,1401090776,3579100,长城开发
21,2006-03-31,A,1219052055,3579100,深科技A
21,2006-06-30,A,1234168348,3579100,G 深科技
21,2006-09-30,A,1041291051,3579100,G 深科技
21,2006-12-31,A,872498203.1,4650000,长城开发
21,2007-01-01,A,872498203.1,55332125.48,长城开发
21,2007-03-31,A,845133237.4,30527800.64,长城开发
21,2007-06-30,A,971355415.2,32229467.36,长城开发
21,2007-09-30,A,1251543886,39052441.96,长城开发
21,2007-12-31,A,1611167993,46010734.35,长城开发
21,2008-01-01,A,1611167993,46010734.35,长城开发
21,2008-03-31,A,1526285532,47033617.92,长城开发
21,2008-06-30,A,1153281816,51552453.15,长城开发
21,2008-09-30,A,1515315258,52402308.04,长城开发
21,2008-12-31,A,803322833.9,63890210.56,长城开发
21,2009-01-01,A,1084249134,19603089.49,长城开发
21,2009-03-31,A,738106148.2,63721228.5,长城开发
21,2009-06-30,A,1251328906,18882741.54,长城开发
21,2009-09-30,A,1291785684,18716768.46,长城开发
21,2009-12-31,A,1456443705,19046993.96,长城开发
21,2010-01-01,A,1456443705,19046993.96,长城开发
21,2010-03-31,A,1771027217,19046993.96,长城开发
21,2010-06-30,A,1819544492,19047770.09,长城开发
21,2010-09-30,A,2142134231,19025254.12,长城开发
21,2010-12-31,A,2135626149,52576556.8,长城开发
21,2011-01-01,A,2135626149,52576556.8,长城开发
21,2011-03-31,A,2517825230,48644178.3,长城开发
21,2011-06-30,A,3201858342,37808692.79,长城开发
21,2011-09-30,A,4775253516,29046978.66,长城开发
21,2011-12-31,A,5974806320,41323372.93,长城开发
21,2012-01-01,A,5974806320,41323372.93,长城开发
21,2012-03-31,A,6313247950,39559736.46,长城开发
21,2012-06-30,A,5890502880,36688672.98,长城开发
21,2012-09-30,A,5436221320,24308672.98,长城开发
21,2012-12-31,A,5996620119,28510628.96,长城开发
22,2005-01-01,A,1128036385,576353432,深赤湾A
22,2005-03-31,A,1111634007,567877524,深赤湾A
22,2005-06-30,A,1288565749,787178036,深赤湾A
22,2005-09-30,A,1228471536,628580215,深赤湾A
22,2005-12-31,A,1079457377,458809034,深赤湾A
22,2006-01-01,A,1079457377,458809034,深赤湾A
22,2006-03-31,A,816477671,498946346,深赤湾A
22,2006-06-30,A,1140363008,415275758,G 深赤湾
22,2006-09-30,A,1488291493,325024126,G 深赤湾
22,2006-12-31,A,1301452068,232716755,深赤湾A
22,2007-01-01,A,1301452068,232716755,深赤湾A
22,2007-03-31,A,1243707374,231303005,深赤湾A
22,2007-06-30,A,1555082697,179889255,深赤湾A
22,2007-09-30,A,1549018662,328475505,深赤湾A
22,2007-12-31,A,2228439177,84274790,深赤湾A
22,2008-01-01,A,2228439177,84274790,深赤湾A
22,2008-03-31,A,1762301661,82910444,深赤湾A
22,2008-06-30,A,2030484662,269271981,深赤湾A
22,2008-09-30,A,1386904881,294098793,深赤湾A
22,2008-12-31,A,1350669527,475401144,深赤湾A
22,2009-01-01,A,1350669527,475401144,深赤湾A
22,2009-03-31,A,1168060493,474251207,深赤湾A
22,2009-06-30,A,1418428101,473107269,深赤湾A
22,2009-09-30,A,1174580293,524577332,深赤湾A
22,2009-12-31,A,1618772245,488509794,深赤湾A
22,2010-01-01,A,1553421815,553860224,深赤湾A
22,2010-03-31,A,1555625308,487474257,深赤湾A
22,2010-06-30,A,1941246810,353802919,深赤湾A
22,2010-09-30,A,1918106048,352769581,深赤湾A
22,2010-12-31,A,2258740758,136286152,深赤湾A
